brand,product,url,description,imgSrc,imgAlt,name,specific,colorspace,hex,hue,sat,lightness
Morphe,Fluidity Full-Coverage Foundation,https://www.ulta.com/fluidity-full-coverage-foundation?productId=pimprod2003463,F5.60 Neutral (deep w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2541968sw?$50px$,F5.60 Neutral (deep w/ neutral undertones),Neutral,F5.60,RGB,#593A2D,17.72727273,0.328358209,0.262745098
Au Naturale,Creme Starter Kit,https://www.ulta.com/creme-starter-kit?productId=pimprod2014514,Deep,https://images.ulta.com/is/image/Ulta/2564241sw?$50px$,Deep,Deep,NA,RGB,#593B32,13.84615385,0.28057554,0.27254902
PÜR,4-In-1 Love Your Selfie Longwear Foundation & Concealer,https://www.ulta.com/4-in-1-love-your-selfie-longwear-foundation-concealer?productId=pimprod2005671,DPN2 Chestnut (dark brown skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2544533sw?$50px$,DPN2 Chestnut (dark brown skin w/ neutral undertones),Chestnut,DPN2,RGB,#593C35,11.66666667,0.253521127,0.278431373
Too Faced,Born This Way Undetectable Medium-to-Full Coverage Foundation,https://www.ulta.com/born-this-way-undetectable-medium-full-coverage-foundation?productId=xlsImpprod12621017,Sable (rich w/ rosy undertones),https://images.ulta.com/is/image/Ulta/2529013sw?$50px$,Sable (rich w/ rosy undertones),Sable,NA,RGB,#5A2D23,10.90909091,0.44,0.245098039
Morphe,Fluidity Full-Coverage Foundation,https://www.ulta.com/fluidity-full-coverage-foundation?productId=pimprod2003463,F5.50 Warm (deep w/ rich red undertones),https://images.ulta.com/is/image/Ulta/2541894sw?$50px$,F5.50 Warm (deep w/ rich red undertones),Warm,F5.50,RGB,#5A342C,10.43478261,0.343283582,0.262745098
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productId=pimprod2006994,Warm Walnut (deep deep w/ warm undertone),https://images.ulta.com/is/image/Ulta/2547548sw?$50px$,Warm Walnut (deep deep w/ warm undertone),Warm Walnut,NA,RGB,#5A382A,17.5,0.363636364,0.258823529
KVD Vegan Beauty,Lock-It Foundation,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Deep 80 N (deep coffee with neutral undertone),https://images.ulta.com/is/image/Ulta/2570725sw?$50px$,Deep 80 N (deep coffee with neutral undertone),Deep   N,80,RGB,#5A392B,17.87234043,0.353383459,0.260784314
TOM FORD,Traceless Foundation Stick,https://www.sephora.com/product/traceless-foundation-stick-P422453?icid2=products%20grid:p422453,13.0 Espresso,/productimages/sku/s2293090+sw.jpg,13.0 Espresso 0.5 oz/ 15 g,Espresso,13,RGB,#5A4642,10,0.153846154,0.305882353
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Mahogany 6C1 (deep auburn w/ cool undertones),https://images.ulta.com/is/image/Ulta/2528179sw?$50px$,Mahogany 6C1 (deep auburn w/ cool undertones),Mahogany,6C1,RGB,#5B332A,11.02040816,0.368421053,0.260784314
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Tonka 6W3 (deepest mahogany w/ warm undertones),https://images.ulta.com/is/image/Ulta/2549918sw?$50px$,Tonka 6W3 (deepest mahogany w/ warm undertones),Tonka,6W3,RGB,#5B3429,13.2,0.378787879,0.258823529
Exa,High Fidelity Foundation,https://www.ulta.com/high-fidelity-foundation?productId=pimprod2019009,110 Fazon (deep dark with warm red or golden undertones),https://images.ulta.com/is/image/Ulta/2573254sw?$50px$,110 Fazon (deep dark with warm red or golden undertones),Fazon,110,RGB,#5B3930,12.55813953,0.309352518,0.27254902
Maybelline,Fit Me Matte + Poreless Liquid Foundation,https://www.ulta.com/fit-me-matte-poreless-liquid-foundation?productId=xlsImpprod11861007,Espresso 380,https://images.ulta.com/is/image/Ulta/2529474sw?$50px$,Espresso 380,Espresso,380,RGB,#5B3D33,15,0.281690141,0.278431373
Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,https://www.ulta.com/stay-naked-weightless-liquid-foundation?productId=pimprod2007471,81NN (deep neutral w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2549578sw?$50px$,81NN (deep neutral w/ neutral undertone),NA,81NN,RGB,#5B4336,21.08108108,0.255172414,0.284313725
Tarte,Babassu Foundcealer Skincare Foundation Broad Spectrum SPF 20,https://www.ulta.com/babassu-foundcealer-skincare-foundation-broad-spectrum-spf-20?productId=pimprod2006408,60H Mahogany (very deep skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2542913sw?$50px$,60H Mahogany (very deep skin w/ peach undertones),Mahogany,60H,RGB,#5C3224,15,0.4375,0.250980392
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,https://www.ulta.com/hydromaniac-glowy-tinted-hydrator-foundation?productId=pimprod2021082,90 (ultra-deep neutral),https://images.ulta.com/is/image/Ulta/2567752sw?$50px$,90 (ultra-deep neutral),NA,90,RGB,#5C3628,16.15384615,0.393939394,0.258823529
Morphe,Fluidity Full-Coverage Foundation,https://www.ulta.com/fluidity-full-coverage-foundation?productId=pimprod2003463,F5.30 Warm (deep w/ rich peach undertones),https://images.ulta.com/is/image/Ulta/2541970sw?$50px$,F5.30 Warm (deep w/ rich peach undertones),Warm,F5.30,RGB,#5C382A,16.8,0.373134328,0.262745098
NARS,Soft Matte Complete Foundation,https://www.sephora.com/product/nars-soft-matte-complete-foundation-P462720?icid2=products%20grid:p462720,Mali D6 - for very deep skin with neutral undertones,/productimages/sku/s2374668+sw.jpg,Mali 1.5 oz/ 45 mL,Mali,NA,RGB,#5C3B27,22.64150943,0.404580153,0.256862745
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,https://www.sephora.com/product/gucci-fluide-de-beaute-fini-naturel-natural-finish-fluid-foundation-P467622?icid2=products%20grid:p467622,570C deep with cool undertones,/productimages/sku/s2405371+sw.jpg,570C 1 oz /30 ml,NA,570C,RGB,#5C3E2F,20,0.323741007,0.27254902
La Mer,The Soft Fluid Long Wear Foundation SPF 20,https://www.sephora.com/product/the-soft-fluid-long-wear-foundation-spf-20-P423742?icid2=products%20grid:p423742,410 Espresso - Deep Skin with Cool Undertone,/productimages/sku/s2277416+sw.jpg,410 Espresso - Deep Skin with Cool Undertone 1 oz/ 30 mL,Espresso,410,RGB,#5D2D18,18.26086957,0.58974359,0.229411765
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829,495 for very deep skin with cool undertones,/productimages/sku/s2413821+sw.jpg,495 0.32 oz/ 9.1 g,NA,495,RGB,#5D3121,16,0.476190476,0.247058824
PAT McGRATH LABS,Sublime Perfection Foundation,https://www.sephora.com/product/skin-fetish-sublime-perfection-foundation-P447519?icid2=products%20grid:p447519,Deep 34 deepest with neutral yellow undertones,/productimages/sku/s2257202+sw.jpg,Deep 34 1.18 oz/ 35 ml,Deep,34,RGB,#5D3420,19.67213115,0.488,0.245098039
Dose Of Colors,Meet Your Hue Foundation,https://www.ulta.com/meet-your-hue-foundation?productId=pimprod2008052,137 Deep (deep w/ warm neutral undertones),https://images.ulta.com/is/image/Ulta/2553484sw?$50px$,137 Deep (deep w/ warm neutral undertones),Deep,137,RGB,#5D3927,20,0.409090909,0.258823529
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,https://www.ulta.com/teint-idole-ultra-wear-24h-long-wear-foundation?productId=xlsImpprod4700057,552 Suede C (dark skin w/ cool/pink undertones) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2550811sw?$50px$,552 Suede C (dark skin w/ cool/pink undertones),Suede C,552,RGB,#5D392B,16.8,0.367647059,0.266666667
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,https://www.ulta.com/true-portrait-medium-coverage-shake-foundation?productId=pimprod2018125,Deep 094 (rich-deep bronze with neutral undertone),https://images.ulta.com/is/image/Ulta/2570610sw?$50px$,Deep 094 (rich-deep bronze with neutral undertone),Deep,94,RGB,#5D392C,15.91836735,0.357664234,0.268627451
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,58N Rich Neutral (deeper skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2538346sw?$50px$,58N Rich Neutral (deeper skin w/ neutral undertones),Rich Neutral,58N,RGB,#5D3B29,20.76923077,0.388059701,0.262745098
Maybelline,Super Stay Full Coverage Foundation,https://www.ulta.com/super-stay-full-coverage-foundation?productId=xlsImpprod17161541,Java 375,https://images.ulta.com/is/image/Ulta/2528738sw?$50px$,Java 375,Java,375,RGB,#5D4233,21.42857143,0.291666667,0.282352941
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,530N (deep skin with a neutral pink undertone),https://images.ulta.com/is/image/Ulta/2551455sw?$50px$,530N (deep skin with a neutral pink undertone),NA,530N,RGB,#5E331F,19.04761905,0.504,0.245098039
ULTA,Youthful Glow Foundation Serum Drops,https://www.ulta.com/youthful-glow-foundation-serum-drops?productId=pimprod2003097,Dark Neutral,https://images.ulta.com/is/image/Ulta/2530093sw?$50px$,Dark Neutral,Dark Neutral,NA,RGB,#5E362A,13.84615385,0.382352941,0.266666667
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,4.7 (very deep w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2531525sw?$50px$,4.7 (very deep w/ neutral undertone),NA,4.7,RGB,#5E372C,13.2,0.362318841,0.270588235
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Truffle rich with golden undertones,/productimages/sku/s2084697+sw.jpg,Truffle 1 oz,Truffle,NA,RGB,#5E3A28,20,0.402985075,0.262745098
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,https://www.ulta.com/true-portrait-medium-coverage-shake-foundation?productId=pimprod2018125,Deep 090 (deep bronze with warm undertone),https://images.ulta.com/is/image/Ulta/2570608sw?$50px$,Deep 090 (deep bronze with warm undertone),Deep,90,RGB,#5E3C2C,19.2,0.362318841,0.270588235
ULTA,Effortless Effect Foundation,https://www.ulta.com/effortless-effect-foundation?productId=pimprod2013225,Dark Neutral,https://images.ulta.com/is/image/Ulta/2553384sw?$50px$,Dark Neutral,Dark Neutral,NA,RGB,#5E4030,20.86956522,0.323943662,0.278431373
Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,https://www.ulta.com/stay-naked-weightless-liquid-foundation?productId=pimprod2007471,90NN (ultra-deep neutral w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2549585sw?$50px$,90NN (ultra-deep neutral w/ neutral undertone),NA,90NN,RGB,#5E4134,18.57142857,0.287671233,0.28627451
Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,https://www.ulta.com/stay-naked-weightless-liquid-foundation?productId=pimprod2007471,81WY (deep warm w/ golden undertone),https://images.ulta.com/is/image/Ulta/2549575sw?$50px$,81WY (deep warm w/ golden undertone),NA,81WY,RGB,#5E4230,23.47826087,0.323943662,0.278431373
NYX Professional Makeup,Can't Stop Won't Stop Foundation,https://www.ulta.com/cant-stop-wont-stop-foundation?productId=xlsImpprod18871063,Walnut (deep deep w/ olive undertone),https://images.ulta.com/is/image/Ulta/2532009sw?$50px$,Walnut (deep deep w/ olive undertone),Walnut,NA,RGB,#5E432D,26.93877551,0.352517986,0.27254902
Dose Of Colors,Meet Your Hue Foundation,https://www.ulta.com/meet-your-hue-foundation?productId=pimprod2008052,136 Deep (deep w/ warm neutral undertones),https://images.ulta.com/is/image/Ulta/2553483sw?$50px$,136 Deep (deep w/ warm neutral undertones),Deep,136,RGB,#5F3926,20,0.428571429,0.260784314
e.l.f. Cosmetics,Flawless Finish Foundation,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123,Cacao (richest with golden undertones),https://images.ulta.com/is/image/Ulta/2554936sw?$50px$,Cacao (richest with golden undertones),Cacao,NA,RGB,#5F3930,11.4893617,0.328671329,0.280392157
BLK/OPL,Pore Perfecting Liquid Foundation,https://www.ulta.com/pore-perfecting-liquid-foundation?productId=pimprod2022248,Ebony Brown (deep with cool undertones),https://images.ulta.com/is/image/Ulta/2578448sw?$50px$,Ebony Brown (deep with cool undertones),Ebony Brown,NA,RGB,#5F4132,20,0.310344828,0.284313725
BLK/OPL,TRUE COLOR Skin Perfecting Stick Foundation SPF 15,https://www.ulta.com/true-color-skin-perfecting-stick-foundation-spf-15?productId=pimprod2022198,Ebony Brown,https://images.ulta.com/is/image/Ulta/2579243sw?$50px$,Ebony Brown,Ebony Brown,NA,RGB,#5F4132,20,0.310344828,0.284313725
BLK/OPL,TRUE COLOR Mineral Matte Crème Powder Foundation SPF 15,https://www.ulta.com/true-color-mineral-matte-creme-powder-foundation-spf-15?productId=pimprod2022221,Ebony Brown,https://images.ulta.com/is/image/Ulta/2578501sw?$50px$,Ebony Brown,Ebony Brown,NA,RGB,#5F4132,20,0.310344828,0.284313725
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,570 N deep with neutral blue undertones,/productimages/sku/s2361608+sw.jpg,570 N 1 oz/ 30 mL,N,570,RGB,#5F4439,17.36842105,0.25,0.298039216
Maybelline,Dream Radiant Liquid Foundation,https://www.ulta.com/dream-radiant-liquid-foundation?productId=pimprod2011884,Java,https://images.ulta.com/is/image/Ulta/2558035sw?$50px$,Java,Java,NA,RGB,#5F4530,26.80851064,0.328671329,0.280392157
It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Deep Cool 62 (very complexion with rich red undertone),https://images.ulta.com/is/image/Ulta/2568683sw?$50px$,Deep Cool 62 (very complexion with rich red undertone),Deep Cool,62,RGB,#603725,18.30508475,0.443609023,0.260784314
Estée Lauder,Futurist Hydra Rescue Moisturizing Makeup SPF 45,https://www.ulta.com/futurist-hydra-rescue-moisturizing-makeup-spf-45?productId=pimprod2013152,8C2 Intense Java (deepest with cool brown undertones),https://images.ulta.com/is/image/Ulta/2559138sw?$50px$,8C2 Intense Java (deepest with cool brown undertones),Intense Java,8C2,RGB,#603730,8.75,0.333333333,0.282352941
Tarte,Face Tape Foundation,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,61H Espresso (very deep skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2540310sw?$50px$,61H Espresso (very deep skin w/ peach undertones),Espresso,61H,RGB,#603B31,12.76595745,0.324137931,0.284313725
Dose Of Colors,Meet Your Hue Foundation,https://www.ulta.com/meet-your-hue-foundation?productId=pimprod2008052,135 Dark (dark w/ cool neutral undertones),https://images.ulta.com/is/image/Ulta/2553482sw?$50px$,135 Dark (dark w/ cool neutral undertones),Dark,135,RGB,#603D2A,21.11111111,0.391304348,0.270588235
Au Naturale,Zero Gravity C2P Foundation,https://www.ulta.com/zero-gravity-c2p-foundation?productId=pimprod2014523,Java (deep skin tones with cool undertones),https://images.ulta.com/is/image/Ulta/2564235sw?$50px$,Java (deep skin tones with cool undertones),Java,NA,RGB,#603F35,13.95348837,0.288590604,0.292156863
Juvia's Place,I Am Magic Foundation,https://www.ulta.com/i-am-magic-foundation?productId=pimprod2006831,130 Mali (for the deepest darkest skin tone w/ a warm undertone),https://images.ulta.com/is/image/Ulta/2550478sw?$50px$,130 Mali (for the deepest darkest skin tone w/ a warm undertone),Mali,130,RGB,#613327,12.4137931,0.426470588,0.266666667
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,500C (deep skin with a cool pink undertone),https://images.ulta.com/is/image/Ulta/2551446sw?$50px$,500C (deep skin with a cool pink undertone),NA,500C,RGB,#613920,23.07692308,0.503875969,0.252941176
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,https://www.ulta.com/veiled-threat-weightless-micro-blurring-foundation?productId=pimprod2003980,500 Cool (very deep skin w/ cool undertones),https://images.ulta.com/is/image/Ulta/2543076sw?$50px$,500 Cool (very deep skin w/ cool undertones),Cool,500,RGB,#613B21,24.375,0.492307692,0.254901961
Milani,Screen Queen Foundation,https://www.ulta.com/screen-queen-foundation?productId=pimprod2012994,Warm Mahogany,https://images.ulta.com/is/image/Ulta/2557362sw?$50px$,Warm Mahogany,Warm Mahogany,NA,RGB,#614036,13.95348837,0.284768212,0.296078431
COVER FX,Custom Cover Drops,https://www.ulta.com/custom-cover-drops?productId=pimprod2004155,N Deep 5 (deepest rich ebony skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2541322sw?$50px$,N Deep 5 (deepest rich ebony skin w/ neutral undertones),N Deep,5,RGB,#61443A,15.38461538,0.251612903,0.303921569
NYX Professional Makeup,Can't Stop Won't Stop Foundation,https://www.ulta.com/cant-stop-wont-stop-foundation?productId=xlsImpprod18871063,Deep Cool (deep deep w/ warm undertone),https://images.ulta.com/is/image/Ulta/2532013sw?$50px$,Deep Cool (deep deep w/ warm undertone),Deep Cool,NA,RGB,#61493A,23.07692308,0.251612903,0.303921569
Natasha Denona,Face Glow Foundation,https://www.sephora.com/product/face-glow-foundation-P448511?icid2=products%20grid:p448511,95 DY dark yellow,/productimages/sku/s2252377+sw.jpg,95 DY 1.01 oz/ 30 mL,DY,95,RGB,#614B3E,22.28571429,0.220125786,0.311764706
Ofra Cosmetics,Absolute Cover Foundation,https://www.ulta.com/absolute-cover-foundation?productId=pimprod2007181,10 (a deep shade w/ a neutral undertone),https://images.ulta.com/is/image/Ulta/2551333sw?$50px$,10 (a deep shade w/ a neutral undertone),NA,10,RGB,#614C40,21.81818182,0.204968944,0.315686275
Marc Jacobs Beauty,Shameless Youthful-Look 24H Foundation SPF 25,https://www.sephora.com/product/shameless-youthful-look-24h-foundation-spf-25-P427500?icid2=products%20grid:p427500,Deep R590 very deep w/ dark red undertones - Selected,/productimages/sku/s2035970+sw.jpg,Deep R590 1.08 oz/ 32 mL,Deep,R590,RGB,#623212,24,0.689655172,0.22745098
